type;ID;contrib;Npages;title;filename;generated;citations;name_000;surname_000;name_001;surname_001;name_002;surname_002;name_003;surname_003;name_004;surname_004;name_005;surname_005;name_006;surname_006;name_007;surname_007;name_008;surname_008;name_009;surname_009;name_010;surname_010;name_011;surname_011
paper;2138;R;1;The structure and shape of binary open clusters;2138.tex;LaTeX;;C.;Feinstein;G.;Baume;T.;Palma;V.;Coenda;;;;;;;;;;;;;;;;
paper;2265;R;1;EBIN: C\'odigo para modelar sistemas binarios eclipsantes;2265.tex;LaTeX;;E.;Fern\'andez Laj\'us;R.P.;Di Sisto;;;;;;;;;;;;;;;;;;;;
paper;2227;R;1;Outflows and inflows: an ALMA story about the massive protostars in the GGD27 system;2227.tex;LaTeX;;M.;Fern\'andez-L\'opez;J.A.;;;L\'opez-V\'azquez;J.M.;Girart;G.;Busquet;R.;Estalella;S.;Curiel;N.;A\~nez-L\'opez;;;;;;;;
paper;2272;R;1;Binarity of B[e] and B supergiants using Proper Motion Anomaly with Gaia data;2272.tex;LaTeX;;M.C.;Fernandez;S.B.;C\'ardenas;R.D.;Oudmaijer;J.M.;Dodd;;;;;;;;;;;;;;;;
paper;2290;R;1;Where the stellar wind impinges the interstellar medium;2290.tex;LaTeX;;M.C.;Fernandez;D.H.;Nickeler;;;;;;;;;;;;;;;;;;;;
paper;2127;R;1;Estudio evolutivo del sistema binario PSR J1012 - 4235;2127.tex;LaTeX;;S.;Fern\'andez;M.A.;De Vito;O.G.;Benvenuto;;;;;;;;;;;;;;;;;;
paper;2253;R;1;Modelo IAU de nutaci\'on terrestre: 25 a\~nos de evoluci\'on y perspectivas;2253.tex;LaTeX;;M.;Folgueira-L\'opez;L.I.;Fern\'andez;;;;;;;;;;;;;;;;;;;;
paper;2228;R;1;Non-thermal radiation from stellar bowshocks in windy AGNs;2228.tex;LaTeX;;M.C.;Gallardo C\'aceres;G.E.;Romero;L.;Abaroa;;;;;;;;;;;;;;;;;;
paper;2160;R;1;An\'alisis fotom\'etrico de una decena de c\'umulos abiertos gal\'acticos;2160.tex;LaTeX;;A.L.;Garc{\'\i}a;F.O.;Simondi-Romero;A.V.;Ahumada;;;;;;;;;;;;;;;;;;
paper;2209;R;1;Estudio del cometa C/2017 K2 (PanStarrs) a trav\'es de perspectivas y metodolog\'ias diversas;2209.tex;LaTeX;;R.S.;Garcia;E.;Fern\'andez-Laj\'us;R.P.;Di Sisto;R.A.;Gil-Hutton;;;;;;;;;;;;;;;;
paper;2298;R;1;Estudio de c\'umulos abiertos posiblemente relacionados;2298.tex;LaTeX;;E.E.;Giorgi;M.A.;De Laurenti;M.M.;Leiva;G.I.;Perren;R.A.;V\'azquez;;;;;;;;;;;;;;
paper;2257;R;1;T\'ecnicas de clasificaci\'on de sistemas binarios interactuantes de alta masa. Uso de la validaci\'on cruzada;2257.tex;LaTeX;;R.;Girola Schneider;;;;;;;;;;;;;;;;;;;;;;
paper;2211;R;1;Galaxias tempranas con formaci\'on estelar reciente: {\textquestiondown}C\'omo se form\'o NGC 4382?;2211.tex;LaTeX;;J.P.;Godoy;F.;Faifer;V.;Reynaldi;C.;Escudero;A.;Cortesi;;;;;;;;;;;;;;
paper;2143;R;1;Evoluci\'on de espectros de familias de asteroides de tipo S con los datos de Gaia;2143.tex;LaTeX;;E.N.;Gomes;M.D.;Melita;;;;;;;;;;;;;;;;;;;;
paper;2299;R;1;Determinaci\'on de velocidades de rotaci\'on proyectadas en estrellas B del c\'umulo abierto NGC 6834.;2299.tex;LaTeX;;A.;Granada;M.A.;Ruiz Diaz;Y.J.;Aidelman;G.;Baume;;;;;;;;;;;;;;;;
paper;2142;R;1;Formaci\'on de planetesimales y planetas en m\'aximos de presi\'on transitorios;2142.tex;LaTeX;;O.M.;Guilera;Zs.;S\'andor;Zs.;Reg\'aly;W.;Lyra;;;;;;;;;;;;;;;;
paper;2122;R;1;Estimaci\'on de redshifts fotom\'etricos en direcci\'on al c\'umulo de Fornax con S-PLUS + LePhare;2122.tex;LaTeX;;R.F.;Haack;A.V.;Smith Castelli;L. Sodr\'e Jr.;;C.;Mendes de Oliveira;A.R.;Lopes;;;;;;;;;;;;;;
paper;2091;R;1;Problematic quantum aspects of inflationary cosmology;2091.tex;LaTeX;;A.;Holzmann Airasca;G.R.;Bengochea;;;;;;;;;;;;;;;;;;;;
paper;2148;R;1;Im\'agenes directas obtenidas en la EABA;2148.tex;LaTeX;;C.S.B.;Hormaeche;R.C.;Mart{\'\i}n;G.;Ferreira;T.I.;Macaroff;M.A.J.;Baracchi;L.R.;Vega-Neme;I.;Bustos Fierro;;;;;;;;;;
paper;2082;R;1;The distribution of metals in simulated Milky Way-mass galaxies;2082.tex;LaTeX;;F.G.;Iza;S.E.;Nuza;C.;Scannapieco;L.;Biaus;E.;Lozano;;;;;;;;;;;;;;
paper;2260;R;1;Validaci\'on observacional de la simulaci\'on de una ECM mediante reconstrucci\'on tomograf{\'\i}ca y red neuronal profunda;2260.tex;LaTeX;;D.G.;Lloveras;H.;Cremades;F.;Iglesias;F.;Cisterna;A.M.;V\'asquez;F.A.;Nuevo;W.;Manchester IV;N.;Sachdeva;;;;;;;;
paper;2215;R;1;Candidatos a planetas Hic\'eanos: Caracter\'\i sticas de estrellas y planetas;2215.tex;LaTeX;;M.;Lo Grasso;M.;G\'omez;P.;Zain;;;;;;;;;;;;;;;;;;
paper;2087;R;1;A weak solar infra-red flare;2087.tex;LaTeX;;K.~F.;~Lopez~Araujo;C.~G.;~Gim\'enez~de~Castro;F.~M.;~L\'opez;P.~J.~A.;~Sim\~oes;J.-P.;~Raulin;;;C.;~Francile;;;;;;;;;;
paper;2180;R;1;Characterization of candidates for Milky Way progenitors at high redshifts;2180.tex;LaTeX;;L.D.;L\'opez;M.E.;De Rossi;S.E.;Nuza;;;;;;;;;;;;;;;;;;
paper;2080;R;1;Enhanced sub-resolution star formation models in hydrodynamical cosmological simulations;2080.tex;LaTeX;;E.;~Lozano;C.;~Scannapieco;S.E.;~Nuza;L.;~Biaus;F.G.;~Iza;;;;;;;;;;;;;;
paper;2306;R;1;Early findings of the LaStBeRu: tagging, modeling, and applications of a large Strong Lensing sample;2306.tex;LaTeX;;M.;Makler;J.P.;Fran{\c}a;R.;Alves;;;;;;;;;;;;;;;;;;
paper;2258;R;1;Collapse of neutron stars in supercritical accretion disks;2258.tex;LaTeX;;N.C.;Marano Skreblin;D.;P\'erez;G.E.;Romero;;;;;;;;;;;;;;;;;;
paper;2119;R;1;Estrellas h{\'\i}bridas estables lentas: una posible explicaci\'on para el objeto compacto HESS J1731-347;2119.tex;LaTeX;;M.;Mariani;I.F.;Ranea-Sandoval;G.;Lugones;M.G.;Orsaria;;;;;;;;;;;;;;;;
paper;2167;R;1;Estudio de cuatro c\'umulos abiertos a partir de fotometr{\'\i}a de GAIA;2167.tex;LaTeX;;R.C.;Mart{\'\i}n;C.S.B.;Hormaeche;T.I.;Macaroff;G.;Ferreira;F.O.;Simondi-Romero;M.E.;Rodriguez;C.G.;Bornancini;L.R.;Vega-Neme;A.V.;Ahumada;;;;;;
paper;2100;R;1;Estudio del c\'umulo globular NGC6316 a partir de su espectro integrado de la biblioteca {\textquotedblleft}WAGGS{\textquotedblright};2100.tex;LaTeX;;A.;Martinez-Bezoky;A.L.;Garc{\'\i}a;L.R.;Vega-Neme;A.V.;Ahumada;;;;;;;;;;;;;;;;
paper;2194;R;1;Variabilidad en binarias activas: correlaci\'on entre la metalicidad y la actividad estelar;2194.tex;LaTeX;;C.F.;Martinez;E.;Jofr\'e;A.P.;Buccino;R.;Petrucci;C.G.;Oviedo;P.D.;Colombo;C.I.;Martinez;P.;Mauas;;;;;;;;
paper;2235;R;1;SeCRet: Semi C\'upula Retr\'actil para telescopio solar HATS;2235.tex;LaTeX;;C.I.;Mart{\'\i}nez;C.;Francile;T.;Giorgetti;G.;Gim\'enez de Castro;;;;;;;;;;;;;;;;
paper;2146;R;1;Empleando term\'ometros qu\'imicos para caracterizar regiones de formaci\'on estelar;2146.tex;LaTeX;;N.C.;Martinez;S.;Paron;M.E.;Ortega;;;;;;;;;;;;;;;;;;
paper;2263;R;1;Determinaci\'on de par\'ametros fotom\'etricos del sistema de Sloan con el telescopio Jorge Sahade del CASLEO;2263.tex;LaTeX;;L.;Masini;F.;Faifer;S.;Cellone;C.;Fernandez;;;;;;;;;;;;;;;;
paper;2223;R;1;Una pipeline de reducci\'on autom\'atica de curvas de luz, en diferentes filtros, para asteroides catalogados;2223.tex;LaTeX;;M.D.;Melita;L.;Mammana;E.;Tello-Huanca;;;;;;;;;;;;;;;;;;
paper;2155;R;1;Observaciones muy tempranas de supernovas Tipo II;2155.tex;LaTeX;;A.;Mendez Llorca;G.;Folatelli;;;;;;;;;;;;;;;;;;;;
paper;2311;R;1;H$_2$ column density in the Small Magellanic Cloud;2311.tex;LaTeX;;C.C.;Mendez;H.P.;Salda\~no;L.V.;Ferrero;M.;Rubio;;;;;;;;;;;;;;;;
paper;2297;R;1;Modeling tracers of circumstellar environments around B[e] stars;2297.tex;LaTeX;;L.V.;Mercanti;A.F.;Torres;L.S.;Cidale;M.;Kraus;;;;;;;;;;;;;;;;
paper;2212;R;1;Estudio de los saltos de flujo en las cadenas de datos del telescopio QUBIC;2212.tex;LaTeX;;L.;Merlo Azzolina;M.B.;Costanza;C.G.;Sc\'occola;;;;;;;;;;;;;;;;;;
paper;2200;R;1;Campa\~nas, resultados y vivencias de observaci\'on de eclipses solares realizados por dos observatorios argentinos;2200.tex;LaTeX;;D.C.;Merlo;J.N.;Balbi;;;;;;;;;;;;;;;;;;;;
paper;2104;R;1;An\'alisis espectrofotom\'etrico del sistema binario HD~93130;2104.tex;LaTeX;;M.A.;Milicich;R.C.;Gamen;;;;;;;;;;;;;;;;;;;;
paper;2304;R;1;Inserci\'on y extracci\'on de eventos de microlentes en im\'agenes simuladas de Rubin LSST;2304.tex;LaTeX;;K.;Nowogrodzki;A.;Varela;M.;Makler;S.;Khakpash;M.;Hundertmark;R.;Street;K.;Kruszy\'nska;E.;Bachelet;;;D.;Godines;;;;
paper;2305;R;1;Seguimiento de eventos de microlentes en CASLEO;2305.tex;LaTeX;;K.;Nowogrodzki;M.;Makler;L.;Mammana;D.;Mast;A.;Varela;R.;Street;M.;Dom{\'\i}nguez Romero;A.P.;Buccino;G.J.M.;Luna;;;;;;
paper;2240;R;1;Reconstruyendo la velocidad 3D del viento solar en la corona intermedia con el coron\'ografo Metis;2240.tex;LaTeX;;F.A.;Nuevo;A.M.;V\'asquez;F.;Frassati;A.;Bemporad;R.A.;Frazin;M.;Romoli;N.;Sachdeva;W.;Manchester IV;;;;;;;;
paper;2092;R;1;The rise and fall of radio-luminous merger shocks from a large sample of galaxy cluster simulations;2092.tex;LaTeX;;S.E.;~Nuza;;;;;;;;;;;;;;;;;;;;;;
paper;2139;R;1;Revisiting astrophysical bounds on continuous spontaneous localization models;2139.tex;LaTeX;;M.M.;Ocampo;M.M.;Miller Bertolami;G.;Le\'on;;;;;;;;;;;;;;;;;;
paper;2229;R;1;SN2023ixf: lessons from a nearby supernova;2229.tex;LaTeX;;M.;Orellana;M.C.;Bersten;G.;Folatelli;M.P.;Piccirilli;T.;Regna;L.M.;Rom\'an~Aguilar;K.;Ertini;A.;M\'endez;;;;;;;;
paper;2236;R;1;Aplicaci\'on de t\'ecnicas de aprendizaje autom\'atico para el an\'alisis de curvas de luz infrarrojas de estrellas de carbono;2236.tex;LaTeX;;N.;Ottero;D.C.;Merlo;;;;;;;;;;;;;;;;;;;;
paper;2303;R;1;Una nueva ley de p\'erdida de masa para estrellas O y B;2303.tex;LaTeX;;J.A.;Panei;F.I.;Figueroa-Tapia;M.;Cur\'e;I.;Araya;L.S.;Cidale;R.O.J.;Venero;A.C.;Gormaz-Matamala;;;;;;;;;;
paper;2085;R;1;Estudio de la qu{\'\i}mica sulfurada en los estadios tempranos de la formaci\'on estelar;2085.tex;LaTeX;;S.;Paron;M.E.;Ortega;N.C.;Martinez;A.;\'Alamo;M.;Brook;C.;Carballo;T.;Herberling;;;;;;;;;;
paper;2274;R;1;Mass determinations of open clusters with Gaia data;2274.tex;LaTeX;;G.I.;Perren;M.S.;Pera;H.D.;Navone;E.E.;Giorgi;R.A.;V\'azquez;;;;;;;;;;;;;;
paper;2084;R;1;Estudio qu{\'\i}mico de un n\'ucleo molecular activo hacia el objeto estelar joven MSX G030.1981-00.1691;2084.tex;LaTeX;;M.;Pina;S.;Paron;M.E.;Ortega;N.C.;Martinez;A.;Petriella;;;;;;;;;;;;;;
paper;2190;R;1;Evolution of a black hole gas in a bouncing universe;2190.tex;LaTeX;;I.;Pintos;D.;P\'erez;F.L.;Vieyro;;;;;;;;;;;;;;;;;;
paper;2174;R;1;Estimaci\'on del \'angulo de tilt de regiones activas del Ciclo Solar 23;2174.tex;LaTeX;;M.;Poisson;M.;L\'opez Fuentes;C.H.;Mandrini;P.;D\'emoulin;F.;Grings;;;;;;;;;;;;;;
paper;2189;R;1;An\'alisis de sesgos secundarios en simulaciones cosmol\'ogicas con $\Omega_{M}$ variable;2189.tex;LaTeX;;J.C.;Rapoport;P.;L\'opez;N.D.;Padilla;M.;Merch\'an;;;;;;;;;;;;;;;;
paper;2202;R;1;Espectroscop\'ia integrada de cuatro c\'umulos estelares ubicados en las afueras de la Nube Mayor de Magallanes;2202.tex;LaTeX;;C.M.;Rodr{\'\i}guez-Buss;A.V.;Ahumada;L.R.;Vega-Neme;J.J.;Clari\'a;;;;;;;;;;;;;;;;
paper;2201;R;1;Spectral characterization of the star cluster NGC\,2030 and its relation to the supernova remnant N63A;2201.tex;LaTeX;;C.M.;Rodr{\'\i}guez-Buss;A.V.;Ahumada;G.;Castelletti;;;;;;;;;;;;;;;;;;
paper;2150;R;1;Oscilaciones de proto-estrellas de neutrones;2150.tex;LaTeX;;M.C.;Rodriguez;;;;;;;;;;;;;;;;;;;;;;
paper;2105;R;1;Clasificaci\'on y Caracterizaci\'on de Exoplanetas en la Zona de Habitabilidad: Identificaci\'on de Candidatos Prometedores para la B\'usqueda de Vida;2105.tex;LaTeX;;M.E.;Rodr\'iguez;C.A.;Chavero;M.;G\'omez;;;;;;;;;;;;;;;;;;
paper;2267;R;1;Variabilidad espectral a largo plazo de HD 41117;2267.tex;LaTeX;;M.A.;Ruiz Diaz;A.;Alberici Adam;L.S.;Cidale;W.;Glatzel;;;;;;;;;;;;;;;;
paper;2159;R;1;Stellar dynamics in the vicinity of supermassive black holes with supercritical accretion regimes;2159.tex;LaTeX;;L.I.;Salinas;G.E.;Figueroa;D.;P\'erez;;;;;;;;;;;;;;;;;;
paper;2115;R;1;Hurst exponent and planetary rings;2115.tex;LaTeX;;H.D.;Salomone;N.;Grandi;;;;;;;;;;;;;;;;;;;;
paper;2169;R;1;The color-magnitude relation in the Fornax and Antlia galaxy clusters as seen by the 12 bands of S-PLUS;2169.tex;LaTeX;;R.M.;Samir;S.;Zayas;A.V.;Smith Castelli;J.P.;Calder\'on;R.F.;Haack;A.R.;Lopes;C.;Lima Dias;L.A.;Guti\'errez Soto;;;;;;;;
paper;2276;R;1;Gemini Argentina: Facilidades destacadas en el semestre 2024B;2276.tex;LaTeX;;L.;Sesto;C.;Escudero;G.;Ferrero;L.;Garc{\'\i}a;;;;;;;;;;;;;;;;
paper;2278;R;1;Huellas de fusiones gal\'acticas: En la b\'usqueda de sistemas estelares j\'ovenes;2278.tex;LaTeX;;L.;Sesto;C.;Escudero;F.;Faifer;V.;Reynaldi;;;;;;;;;;;;;;;;
paper;2203;R;1;Comparaci\'on de la emisividad de neutrinos por diferentes procesos en estrellas de neutrones;2203.tex;LaTeX;;D.J.R.;Sevilla;S.C.;Morales;;;;;;;;;;;;;;;;;;;;
paper;2185;R;1;Cosmological simulations of primordial magnetic field evolution;2185.tex;LaTeX;;F.A.;~Stasyszyn;D.;~Paz;S.E.;~Nuza;P.;~Lopez;L.;~Pereyra;F.;~Rodriguez;;;;;;;;;;;;
paper;2256;R;1;\spyctral: Optimizaci\'on del flujo de trabajo en an\'alisis espectrosc\'opico estelar;2256.tex;LaTeX;;M.I.;Tapia-Reina;M.C.;Cerdosino;;;J.B.;Cabral;;;;;;;;;;;;;;;;
paper;2170;R;1;El pasado ca\'otico de NGC 4546 vs. la evoluci\'on pac{\'\i}fica de sus estrellas.;2170.tex;LaTeX;;J.P.;Varela;V.;Reynaldi;F.R.;Faifer;L.;Gutierrez Soto;T.;Ricci;;;;;;;;;;;;;;
paper;2205;R;1;The escaping atmosphere of an icy giant planet around WDJ0914+1914;2205.tex;LaTeX;;C.;Villarreal D'Angelo;M.P.;Ronco;M.R.;Schreiber;O.;Toloza;;;;;;;;;;;;;;;;
paper;2271;R;1;Estudio en rayos X del sistema binario IGR J17503-2636;2271.tex;LaTeX;;L.;West Ocampo;F.A.;Fogantini;J.A.;Combi;;;;;;;;;;;;;;;;;;
paper;2195;R;1;Vinculaci\'on entre formaci\'on estelar, contenido de polvo y metalicidad en la evoluci\'on de galaxias;2195.tex;LaTeX;;M.C.;Zerbo;S.A.;Cora;M.E.;De Rossi;C.A.;Vega-Mart{\'\i}nez;;;;;;;;;;;;;;;;
paper;2292;R;1;Estudio qu{\'\i}mico y cinem\'atico de una gigante roja del halo a partir de espectros Gemini-GRACES;2292.tex;LaTeX;;C.;Zuloaga;E.;Jofr\'e;R.;Petrucci;E.;Martioli;;;;;;;;;;;;;;;;
paper;2288;R;1;Molecular cloud properties in low metallicity galaxies;2288.tex;LaTeX;;H.P.;Salda\~no;M.;Rubio;;;;;;;;;;;;;;;;;;;;
