paper,858,,,"
",3,
paper,859,,,"Catalogando y estudiando pilares en el medio interestelar: un proyecto
",11,T. Heberling\inst
paper,863,,,"Preliminary study of CH$_3$CN as a chemical thermometer of
",5,A. Marinellli\inst
paper,864,,,"Observaciones de la región central de NGC\,5128 con Flamingos-2",7,
paper,865,,,Ansae in NGC 253,7,
